Date,Close
1996-01-02 00:00:00-05:00,553.1199951171875
1996-01-03 00:00:00-05:00,554.3499755859375
1996-01-04 00:00:00-05:00,550.5900268554688
1996-01-05 00:00:00-05:00,546.0800170898438
1996-01-08 00:00:00-05:00,548.4400024414062
1996-01-09 00:00:00-05:00,543.77001953125
1996-01-10 00:00:00-05:00,537.260009765625
1996-01-11 00:00:00-05:00,538.8200073242188
1996-01-12 00:00:00-05:00,536.239990234375
1996-01-15 00:00:00-05:00,534.1400146484375
1996-01-16 00:00:00-05:00,532.9600219726562
1996-01-17 00:00:00-05:00,534.3599853515625
1996-01-18 00:00:00-05:00,529.8400268554688
1996-01-19 00:00:00-05:00,531.3499755859375
1996-01-22 00:00:00-05:00,532.4199829101562
1996-01-23 00:00:00-05:00,534.2000122070312
1996-01-24 00:00:00-05:00,538.3900146484375
1996-01-25 00:00:00-05:00,542.530029296875
1996-01-26 00:00:00-05:00,546.239990234375
1996-01-29 00:00:00-05:00,548.5
1996-01-30 00:00:00-05:00,551.719970703125
1996-01-31 00:00:00-05:00,554.510009765625
1996-02-01 00:00:00-05:00,556.22998046875
1996-02-02 00:00:00-05:00,556.3400268554688
1996-02-05 00:00:00-05:00,558.3800048828125
1996-02-06 00:00:00-05:00,560.9600219726562
1996-02-07 00:00:00-05:00,563.7100219726562
1996-02-08 00:00:00-05:00,566.3400268554688
1996-02-09 00:00:00-05:00,565.47998046875
1996-02-12 00:00:00-05:00,563.969970703125
1996-02-13 00:00:00-05:00,562.1500244140625
1996-02-14 00:00:00-05:00,562.8900146484375
1996-02-15 00:00:00-05:00,562.6900024414062
1996-02-16 00:00:00-05:00,563.969970703125
1996-02-20 00:00:00-05:00,561.1400146484375
1996-02-21 00:00:00-05:00,568.0800170898438
1996-02-22 00:00:00-05:00,573.1900024414062
1996-02-23 00:00:00-05:00,572.25
1996-02-26 00:00:00-05:00,568.5800170898438
1996-02-27 00:00:00-05:00,566.9099731445312
1996-02-28 00:00:00-05:00,569.52001953125
1996-02-29 00:00:00-05:00,564.6099853515625
1996-03-01 00:00:00-05:00,565.969970703125
1996-03-04 00:00:00-05:00,569.77001953125
1996-03-05 00:00:00-05:00,571.989990234375
1996-03-06 00:00:00-05:00,572.6400146484375
1996-03-07 00:00:00-05:00,573.2000122070312
1996-03-08 00:00:00-05:00,560.8599853515625
1996-03-11 00:00:00-05:00,563.4299926757812
1996-03-12 00:00:00-05:00,561.1099853515625
1996-03-13 00:00:00-05:00,562.5800170898438
1996-03-14 00:00:00-05:00,563.969970703125
1996-03-15 00:00:00-05:00,563.7100219726562
1996-03-18 00:00:00-05:00,567.0399780273438
1996-03-19 00:00:00-05:00,566.6599731445312
1996-03-20 00:00:00-05:00,569.2999877929688
1996-03-21 00:00:00-05:00,570.4199829101562
1996-03-22 00:00:00-05:00,571.6599731445312
1996-03-25 00:00:00-05:00,570.0999755859375
1996-03-26 00:00:00-05:00,570.9099731445312
1996-03-27 00:00:00-05:00,570.3200073242188
1996-03-28 00:00:00-05:00,568.4400024414062
1996-03-29 00:00:00-05:00,573.760009765625
1996-04-01 00:00:00-05:00,574.8900146484375
1996-04-02 00:00:00-05:00,574.9400024414062
1996-04-03 00:00:00-05:00,576.6099853515625
1996-04-04 00:00:00-05:00,579.6699829101562
1996-04-08 00:00:00-04:00,572.8400268554688
1996-04-09 00:00:00-04:00,575.2100219726562
1996-04-10 00:00:00-04:00,572.469970703125
1996-04-11 00:00:00-04:00,572.7899780273438
1996-04-12 00:00:00-04:00,574.5599975585938
1996-04-15 00:00:00-04:00,578.5399780273438
1996-04-16 00:00:00-04:00,581.7100219726562
1996-04-17 00:00:00-04:00,582.7899780273438
1996-04-18 00:00:00-04:00,585.5800170898438
1996-04-19 00:00:00-04:00,588.47998046875
1996-04-22 00:00:00-04:00,589.8800048828125
1996-04-23 00:00:00-04:00,593.3699951171875
1996-04-24 00:00:00-04:00,591.4400024414062
1996-04-25 00:00:00-04:00,593.75
1996-04-26 00:00:00-04:00,595.6900024414062
1996-04-29 00:00:00-04:00,594.8300170898438
1996-04-30 00:00:00-04:00,592.9400024414062
1996-05-01 00:00:00-04:00,595.9500122070312
1996-05-02 00:00:00-04:00,591.010009765625
1996-05-03 00:00:00-04:00,591.5999755859375
1996-05-06 00:00:00-04:00,590.739990234375
1996-05-07 00:00:00-04:00,589.1300048828125
1996-05-08 00:00:00-04:00,585.9000244140625
1996-05-09 00:00:00-04:00,588.6400146484375
1996-05-10 00:00:00-04:00,592.8400268554688
1996-05-13 00:00:00-04:00,599.02001953125
1996-05-14 00:00:00-04:00,602.780029296875
1996-05-15 00:00:00-04:00,602.510009765625
1996-05-16 00:00:00-04:00,602.2999877929688
1996-05-17 00:00:00-04:00,607.239990234375
1996-05-20 00:00:00-04:00,611.6500244140625
1996-05-21 00:00:00-04:00,614.7100219726562
1996-05-22 00:00:00-04:00,617.6099853515625
1996-05-23 00:00:00-04:00,615.6300048828125
1996-05-24 00:00:00-04:00,616.9199829101562
1996-05-28 00:00:00-04:00,613.739990234375
1996-05-29 00:00:00-04:00,610.1400146484375
1996-05-30 00:00:00-04:00,611.760009765625
1996-05-31 00:00:00-04:00,613.1500244140625
1996-06-03 00:00:00-04:00,610.9000244140625
1996-06-04 00:00:00-04:00,609.9299926757812
1996-06-05 00:00:00-04:00,610.6300048828125
1996-06-06 00:00:00-04:00,605.469970703125
1996-06-07 00:00:00-04:00,601.969970703125
1996-06-10 00:00:00-04:00,602.0800170898438
1996-06-11 00:00:00-04:00,599.989990234375
1996-06-12 00:00:00-04:00,599.8800048828125
1996-06-13 00:00:00-04:00,598.8599853515625
1996-06-14 00:00:00-04:00,594.77001953125
1996-06-17 00:00:00-04:00,591.219970703125
1996-06-18 00:00:00-04:00,589.4500122070312
1996-06-19 00:00:00-04:00,589.5
1996-06-20 00:00:00-04:00,585.3099975585938
1996-06-21 00:00:00-04:00,585.0999755859375
1996-06-24 00:00:00-04:00,584.989990234375
1996-06-25 00:00:00-04:00,581.5499877929688
1996-06-26 00:00:00-04:00,574.9400024414062
1996-06-27 00:00:00-04:00,569.2999877929688
1996-06-28 00:00:00-04:00,576.280029296875
1996-07-01 00:00:00-04:00,579.5599975585938
1996-07-02 00:00:00-04:00,579.6699829101562
1996-07-03 00:00:00-04:00,579.5599975585938
1996-07-05 00:00:00-04:00,574.1900024414062
1996-07-08 00:00:00-04:00,568.4400024414062
1996-07-09 00:00:00-04:00,566.4500122070312
1996-07-10 00:00:00-04:00,561.3900146484375
1996-07-11 00:00:00-04:00,548.1199951171875
1996-07-12 00:00:00-04:00,548.6599731445312
1996-07-15 00:00:00-04:00,532.0499877929688
1996-07-16 00:00:00-04:00,524.2000122070312
1996-07-17 00:00:00-04:00,538.6099853515625
1996-07-18 00:00:00-04:00,550.3200073242188
1996-07-19 00:00:00-04:00,547.4199829101562
1996-07-22 00:00:00-04:00,541.4500122070312
1996-07-23 00:00:00-04:00,534.9000244140625
1996-07-24 00:00:00-04:00,526.8900146484375
1996-07-25 00:00:00-04:00,530.5999755859375
1996-07-26 00:00:00-04:00,536.9400024414062
1996-07-29 00:00:00-04:00,533.9299926757812
1996-07-30 00:00:00-04:00,534.469970703125
1996-07-31 00:00:00-04:00,537.1500244140625
1996-08-01 00:00:00-04:00,541.239990234375
1996-08-02 00:00:00-04:00,546.02001953125
1996-08-05 00:00:00-04:00,545.3800048828125
1996-08-06 00:00:00-04:00,545.27001953125
1996-08-07 00:00:00-04:00,547.3099975585938
1996-08-08 00:00:00-04:00,548.9299926757812
1996-08-09 00:00:00-04:00,547.9000244140625
1996-08-12 00:00:00-04:00,549.9500122070312
1996-08-13 00:00:00-04:00,547.469970703125
1996-08-14 00:00:00-04:00,547.9000244140625
1996-08-15 00:00:00-04:00,550.1599731445312
1996-08-16 00:00:00-04:00,553.3900146484375
1996-08-19 00:00:00-04:00,554.8400268554688
1996-08-20 00:00:00-04:00,556.6599731445312
1996-08-21 00:00:00-04:00,555.0
1996-08-22 00:00:00-04:00,557.469970703125
1996-08-23 00:00:00-04:00,558.7100219726562
1996-08-26 00:00:00-04:00,558.3300170898438
1996-08-27 00:00:00-04:00,559.8400268554688
1996-08-28 00:00:00-04:00,561.1300048828125
1996-08-29 00:00:00-04:00,558.5999755859375
1996-08-30 00:00:00-04:00,556.8800048828125
1996-09-03 00:00:00-04:00,555.1099853515625
1996-09-04 00:00:00-04:00,554.5700073242188
1996-09-05 00:00:00-04:00,553.760009765625
1996-09-06 00:00:00-04:00,557.0399780273438
1996-09-09 00:00:00-04:00,559.030029296875
1996-09-10 00:00:00-04:00,562.3099975585938
1996-09-11 00:00:00-04:00,562.9500122070312
1996-09-12 00:00:00-04:00,563.5399780273438
1996-09-13 00:00:00-04:00,567.4099731445312
1996-09-16 00:00:00-04:00,568.010009765625
1996-09-17 00:00:00-04:00,564.6199951171875
1996-09-18 00:00:00-04:00,563.6500244140625
1996-09-19 00:00:00-04:00,562.4199829101562
1996-09-20 00:00:00-04:00,562.4199829101562
1996-09-23 00:00:00-04:00,560.7000122070312
1996-09-24 00:00:00-04:00,560.3200073242188
1996-09-25 00:00:00-04:00,562.4199829101562
1996-09-26 00:00:00-04:00,563.5999755859375
1996-09-27 00:00:00-04:00,565.260009765625
1996-09-30 00:00:00-04:00,568.1699829101562
1996-10-01 00:00:00-04:00,565.260009765625
1996-10-02 00:00:00-04:00,568.5399780273438
1996-10-03 00:00:00-04:00,569.510009765625
1996-10-04 00:00:00-04:00,576.5499877929688
1996-10-07 00:00:00-04:00,578.3800048828125
1996-10-08 00:00:00-04:00,578.1599731445312
1996-10-09 00:00:00-04:00,575.75
1996-10-10 00:00:00-04:00,575.6900024414062
1996-10-11 00:00:00-04:00,576.010009765625
1996-10-14 00:00:00-04:00,574.780029296875
1996-10-15 00:00:00-04:00,570.9600219726562
1996-10-16 00:00:00-04:00,571.5
1996-10-17 00:00:00-04:00,571.4500122070312
1996-10-18 00:00:00-04:00,572.9000244140625
1996-10-21 00:00:00-04:00,570.6900024414062
1996-10-22 00:00:00-04:00,567.2000122070312
1996-10-23 00:00:00-04:00,564.4600219726562
1996-10-24 00:00:00-04:00,563.5999755859375
1996-10-25 00:00:00-04:00,563.6500244140625
1996-10-28 00:00:00-05:00,560.3200073242188
1996-10-29 00:00:00-05:00,559.2999877929688
1996-10-30 00:00:00-05:00,558.1699829101562
1996-10-31 00:00:00-05:00,561.5599975585938
1996-11-01 00:00:00-05:00,565.2100219726562
1996-11-04 00:00:00-05:00,564.4000244140625
1996-11-05 00:00:00-05:00,566.4500122070312
1996-11-06 00:00:00-05:00,570.6900024414062
1996-11-07 00:00:00-05:00,571.6599731445312
1996-11-08 00:00:00-05:00,572.6300048828125
1996-11-11 00:00:00-05:00,572.1400146484375
1996-11-12 00:00:00-05:00,573.8099975585938
1996-11-13 00:00:00-05:00,576.1199951171875
1996-11-14 00:00:00-05:00,577.25
1996-11-15 00:00:00-05:00,577.2999877929688
1996-11-18 00:00:00-05:00,576.3400268554688
1996-11-19 00:00:00-05:00,576.3400268554688
1996-11-20 00:00:00-05:00,579.1300048828125
1996-11-21 00:00:00-05:00,579.5599975585938
1996-11-22 00:00:00-05:00,582.4099731445312
1996-11-25 00:00:00-05:00,581.1699829101562
1996-11-26 00:00:00-05:00,580.0499877929688
1996-11-27 00:00:00-05:00,579.9400024414062
1996-11-29 00:00:00-05:00,582.72998046875
1996-12-02 00:00:00-05:00,584.0800170898438
1996-12-03 00:00:00-05:00,583.3200073242188
1996-12-04 00:00:00-05:00,580.1500244140625
1996-12-05 00:00:00-05:00,581.1699829101562
1996-12-06 00:00:00-05:00,577.1400146484375
1996-12-09 00:00:00-05:00,581.4400024414062
1996-12-10 00:00:00-05:00,581.5399780273438
1996-12-11 00:00:00-05:00,574.3599853515625
1996-12-12 00:00:00-05:00,569.0599975585938
1996-12-13 00:00:00-05:00,565.5999755859375
1996-12-16 00:00:00-05:00,562.030029296875
1996-12-17 00:00:00-05:00,559.8400268554688
1996-12-18 00:00:00-05:00,564.4099731445312
1996-12-19 00:00:00-05:00,567.6500244140625
1996-12-20 00:00:00-05:00,571.1799926757812
1996-12-23 00:00:00-05:00,569.9299926757812
1996-12-24 00:00:00-05:00,570.6300048828125
